date,year,quarter,month_number,month_name,region,zone,main_city,visitor_type,travel_purpose,accommodation_type,visitors,tourist_nights,spend_sar,rooms_available,rooms_sold,occupancy_rate,average_daily_rate_sar,room_revenue_sar,cancellation_rate,satisfaction_score
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Domestic,Events,Other Paid Accommodation,107,246,107445,4920,64,0.013,252.69,16172,0.0472,4.2
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Leisure,Hotel,2304,10377,7637941,6665,2670,0.4006,553.96,1479078,0.0515,4.54
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Leisure,Serviced Apartment,791,3234,2432346,7061,761,0.1078,357.84,272315,0.0766,3.9
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Leisure,Resort,471,1961,1389205,5591,488,0.0873,683.11,333356,0.092,4.19
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Leisure,Other Paid Accommodation,449,1871,1339830,6113,540,0.0883,216.38,116842,0.0984,4.53
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Business,Hotel,1039,4379,3729740,7005,1225,0.1749,590.72,723626,0.1101,3.91
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Business,Serviced Apartment,379,1636,1334922,4369,487,0.1115,338.67,164933,0.0879,4.01
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Business,Resort,175,673,476921,4655,184,0.0395,690.19,126994,0.0688,4.15
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Business,Other Paid Accommodation,197,864,656050,5818,253,0.0435,236.97,59953,0.0252,4.21
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Religious,Hotel,146,813,668508,4948,226,0.0457,547.78,123798,0.0497,4.27
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Religious,Serviced Apartment,54,302,252739,5176,77,0.0149,357.32,27513,0.0381,4.04
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Religious,Resort,50,264,203278,5504,72,0.0131,771.89,55576,0.0798,4.15
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Religious,Other Paid Accommodation,50,269,199738,5580,59,0.0106,240.62,14196,0.0777,4.3
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Family Visit,Hotel,1212,5056,4034326,7321,1423,0.1944,462.12,657594,0.0973,4.29
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Family Visit,Serviced Apartment,436,1730,1121985,7517,489,0.0651,319.0,155993,0.0385,4.08
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Family Visit,Resort,258,1116,882864,4476,301,0.0672,727.32,218923,0.0686,4.41
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Family Visit,Other Paid Accommodation,250,1060,777328,3900,296,0.0759,227.33,67290,0.0807,4.24
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Events,Hotel,417,1769,1381191,4933,423,0.0857,564.7,238867,0.1002,4.19
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Events,Serviced Apartment,125,559,455127,5059,168,0.0332,348.85,58607,0.0754,3.74
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Events,Resort,88,338,283412,6947,71,0.0102,809.68,57487,0.064,4.38
2024-10-01,2024,Q4,10,Oct,Asir,Southern,Abha,Inbound,Events,Other Paid Accommodation,65,268,189246,4302,81,0.0188,259.18,20993,0.0905,4.02
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Leisure,Hotel,2564,4538,1983494,10556,1413,0.1339,521.28,736563,0.0823,4.33
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Leisure,Serviced Apartment,1164,2849,1155686,6110,763,0.1249,349.08,266348,0.0882,4.13
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Leisure,Resort,551,1064,415368,5670,320,0.0564,744.21,238147,0.0841,4.0
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Leisure,Other Paid Accommodation,492,1050,473977,6539,271,0.0414,283.99,76961,0.0193,4.16
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Business,Hotel,1288,2650,1148103,6616,629,0.0951,516.32,324762,0.0741,4.5
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Business,Serviced Apartment,568,1095,506042,5373,287,0.0534,338.49,97147,0.0212,4.04
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Business,Resort,307,674,286945,5784,206,0.0356,669.43,137902,0.0926,4.29
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Business,Other Paid Accommodation,239,524,221186,4530,130,0.0287,231.65,30114,0.0572,4.46
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Religious,Hotel,196,632,283417,6626,160,0.0241,468.26,74921,0.0829,4.22
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Religious,Serviced Apartment,76,266,109973,7025,73,0.0104,354.6,25885,0.126,4.23
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Religious,Resort,50,154,62887,5306,45,0.0085,633.36,28501,0.0701,4.59
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Religious,Other Paid Accommodation,50,178,67995,4844,49,0.0101,250.62,12280,0.0487,4.25
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Family Visit,Hotel,1494,3115,1345189,7425,805,0.1084,513.42,413304,0.0388,3.9
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Family Visit,Serviced Apartment,586,1008,417216,6240,277,0.0444,411.19,113900,0.0807,4.08
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Family Visit,Resort,328,602,268013,4958,182,0.0367,743.06,135236,0.0856,4.13
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Family Visit,Other Paid Accommodation,261,487,183483,4985,126,0.0253,259.43,32687,0.0442,4.7
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Events,Hotel,440,844,323002,5630,225,0.04,515.51,115990,0.0802,4.52
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Events,Serviced Apartment,173,363,160284,4150,124,0.0299,415.55,51528,0.0681,3.87
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Events,Resort,96,206,89840,3293,51,0.0155,728.17,37136,0.0349,4.2
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Domestic,Events,Other Paid Accommodation,99,204,81905,5226,58,0.0111,222.32,12894,0.0786,4.23
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Leisure,Hotel,1804,7671,5875458,7390,2052,0.2777,550.08,1128756,0.0676,4.4
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Leisure,Serviced Apartment,721,2892,2155898,5965,801,0.1343,362.02,289977,0.0745,4.16
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Leisure,Resort,364,1605,1245233,5401,425,0.0787,736.12,312850,0.0707,3.89
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Leisure,Other Paid Accommodation,318,1418,1101633,4809,376,0.0782,223.45,84017,0.0569,4.41
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Business,Hotel,803,3506,2924781,5738,850,0.1481,538.01,457308,0.0495,4.27
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Business,Serviced Apartment,330,1508,1168284,5008,438,0.0875,372.82,163297,0.1001,3.92
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Business,Resort,196,912,745877,6727,240,0.0357,817.31,196154,0.0581,4.26
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Business,Other Paid Accommodation,156,637,483967,4066,164,0.0403,221.33,36297,0.1084,4.56
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Religious,Hotel,153,824,627345,5987,200,0.0334,479.3,95859,0.0301,4.48
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Religious,Serviced Apartment,50,280,206903,5074,75,0.0148,355.33,26649,0.0578,4.41
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Religious,Resort,50,273,208843,4056,84,0.0207,682.47,57327,0.0902,4.45
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Religious,Other Paid Accommodation,50,268,210765,4781,72,0.0151,244.17,17580,0.0606,4.24
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Family Visit,Hotel,920,3827,2739152,6704,821,0.1225,530.91,435878,0.0704,4.07
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Family Visit,Serviced Apartment,326,1396,1045229,5598,319,0.057,363.34,115906,0.0935,4.11
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Family Visit,Resort,185,793,592403,6124,218,0.0356,596.6,130059,0.0113,4.09
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Family Visit,Other Paid Accommodation,190,779,609521,4606,254,0.0551,236.39,60043,0.0767,3.91
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Events,Hotel,295,1268,961008,2634,364,0.1382,545.34,198503,0.0883,4.54
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Events,Serviced Apartment,124,580,446978,2872,162,0.0564,381.38,61784,0.0356,4.08
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Events,Resort,73,298,223251,5883,72,0.0122,719.32,51791,0.0457,4.2
2024-10-01,2024,Q4,10,Oct,Tabuk,Northern,Tabuk,Inbound,Events,Other Paid Accommodation,62,273,211369,4522,83,0.0184,251.81,20900,0.0215,4.36
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Leisure,Hotel,6385,13366,6916886,13809,3974,0.2878,676.3,2687634,0.0716,4.38
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Leisure,Serviced Apartment,2681,5878,2990568,7740,1522,0.1966,371.38,565245,0.1122,3.73
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Leisure,Resort,1532,3361,1538018,5891,921,0.1563,834.35,768432,0.0799,3.72
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Leisure,Other Paid Accommodation,1251,2407,1251624,7175,631,0.0879,315.4,199017,0.0591,4.12
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Business,Hotel,3053,6966,3366977,10730,1845,0.1719,565.45,1043252,0.1098,4.19
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Business,Serviced Apartment,1252,2821,1532810,6470,812,0.1255,387.13,314349,0.058,3.96
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Business,Resort,696,1589,784472,5206,411,0.0789,801.9,329579,0.0789,3.87
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Business,Other Paid Accommodation,578,1059,527037,4824,343,0.0711,306.88,105261,0.0678,4.25
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Religious,Hotel,484,1504,780398,5587,384,0.0687,640.19,245831,0.0419,4.43
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Religious,Serviced Apartment,191,605,308985,5974,161,0.027,430.81,69360,0.0367,4.27
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Religious,Resort,90,299,150389,5465,93,0.017,795.67,73997,0.0802,3.74
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Religious,Other Paid Accommodation,89,288,152185,5102,85,0.0167,262.71,22330,0.0617,3.94
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Family Visit,Hotel,3095,5926,2756823,11412,1620,0.142,547.19,886455,0.0569,4.52
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Family Visit,Serviced Apartment,1269,3042,1560055,6597,786,0.1191,381.59,299926,0.0748,4.25
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Family Visit,Resort,812,1763,833525,7520,520,0.0691,802.86,417487,0.0679,4.44
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Family Visit,Other Paid Accommodation,688,1306,637454,5295,361,0.0682,253.75,91605,0.0477,4.67
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Events,Hotel,2165,5028,2410183,6853,1246,0.1818,574.68,716045,0.1236,4.21
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Events,Serviced Apartment,909,2032,1011170,7148,532,0.0744,373.89,198907,0.0464,3.77
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Events,Resort,468,634,319535,6232,158,0.0254,756.02,119450,0.1082,4.51
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Domestic,Events,Other Paid Accommodation,439,862,417296,4178,243,0.0582,255.96,62199,0.0102,3.95
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Leisure,Hotel,3723,16982,16333647,9139,4627,0.5063,581.38,2690060,0.1159,3.81
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Leisure,Serviced Apartment,1681,7489,6331087,7396,2256,0.305,376.43,849219,0.0859,3.76
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Leisure,Resort,771,3369,2773673,6267,827,0.132,868.67,718391,0.0285,4.59
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Leisure,Other Paid Accommodation,863,3520,2732588,6013,936,0.1557,270.87,253531,0.0963,4.45
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Business,Hotel,1972,8870,6448509,7479,2361,0.3157,654.94,1546306,0.062,4.41
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Business,Serviced Apartment,733,2979,2728788,6032,842,0.1396,372.02,313241,0.0869,3.88
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Business,Resort,473,1962,1672189,6559,537,0.0819,898.37,482422,0.0625,4.45
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Business,Other Paid Accommodation,379,1657,1548209,3950,470,0.119,324.65,152586,0.0854,4.76
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Religious,Hotel,275,1499,1348459,4861,365,0.0751,720.11,262840,0.0981,4.41
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Religious,Serviced Apartment,119,645,584972,6610,165,0.025,416.49,68720,0.0608,3.89
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Religious,Resort,61,332,284957,5113,97,0.019,928.11,90026,0.1363,4.46
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Religious,Other Paid Accommodation,56,314,269201,4379,91,0.0208,315.23,28685,0.0549,4.23
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Family Visit,Hotel,2223,8914,7121707,6735,2736,0.4062,590.83,1616512,0.0542,4.35
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Family Visit,Serviced Apartment,947,3756,2910838,7812,1081,0.1384,377.56,408140,0.059,3.9
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Family Visit,Resort,492,2167,1970013,5861,616,0.1051,799.19,492300,0.0589,4.27
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Family Visit,Other Paid Accommodation,419,1759,1388158,6472,436,0.0674,235.44,102650,0.0521,4.1
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Events,Hotel,1661,6813,6029491,7665,1615,0.2107,608.43,982619,0.0634,4.29
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Events,Serviced Apartment,591,2582,2140702,6317,663,0.105,382.93,253880,0.1138,3.7
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Events,Resort,299,1269,1069213,5572,306,0.0549,724.18,221600,0.0481,4.31
2024-11-01,2024,Q4,11,Nov,Riyadh,Central,Riyadh,Inbound,Events,Other Paid Accommodation,282,1220,975133,4822,333,0.0691,261.25,86995,0.0734,4.08
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Leisure,Hotel,10724,23139,9933279,21612,5106,0.2363,537.42,2744069,0.0681,4.34
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Leisure,Serviced Apartment,4035,8036,3862240,11223,1979,0.1763,376.18,744467,0.0484,4.48
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Leisure,Resort,2319,5135,2716970,9061,1432,0.158,955.52,1368297,0.0457,4.2
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Leisure,Other Paid Accommodation,2255,3746,1722821,8973,1040,0.1159,294.84,306634,0.0221,3.94
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Business,Hotel,5109,9807,4971208,12500,2409,0.1927,630.56,1519019,0.0887,4.36
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Business,Serviced Apartment,2026,3554,1948840,10681,1104,0.1034,416.82,460166,0.0599,4.05
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Business,Resort,1126,2605,1209173,6568,798,0.1215,842.63,672418,0.0728,4.61
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Business,Other Paid Accommodation,1065,2407,1088006,5446,617,0.1133,271.38,167438,0.0754,4.13
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Religious,Hotel,8990,29203,13362507,17230,9807,0.5692,647.92,6354182,0.0705,3.89
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Religious,Serviced Apartment,3354,11039,5766782,9964,3095,0.3106,449.67,1391742,0.0457,4.5
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Religious,Resort,1926,6801,3614052,6811,1870,0.2746,903.23,1689048,0.0628,4.21
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Religious,Other Paid Accommodation,1763,5161,2650926,6479,1123,0.1733,306.92,344669,0.0821,3.82
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Family Visit,Hotel,5939,13262,6405669,13034,3606,0.2767,623.74,2249194,0.0503,4.55
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Family Visit,Serviced Apartment,2283,4732,2524592,7921,1484,0.1874,422.67,627242,0.0889,4.06
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Family Visit,Resort,1013,2224,997628,5817,615,0.1057,805.98,495678,0.0692,4.32
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Family Visit,Other Paid Accommodation,964,2077,965799,5292,467,0.0882,247.98,115808,0.0706,4.16
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Events,Hotel,1897,4634,2420338,8673,1411,0.1627,622.48,878314,0.0741,4.65
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Events,Serviced Apartment,741,1591,822200,5769,432,0.0749,368.02,158985,0.0584,4.07
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Events,Resort,388,877,397953,7036,196,0.0279,890.26,174490,0.0904,4.44
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Domestic,Events,Other Paid Accommodation,396,814,422720,4868,211,0.0433,330.08,69645,0.0744,4.39
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Leisure,Hotel,6846,29743,22867737,15041,8191,0.5446,661.38,5417343,0.0501,4.57
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Leisure,Serviced Apartment,2379,9776,7735106,7278,2690,0.3696,458.21,1232590,0.0709,3.83
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Leisure,Resort,1194,5175,4344550,6161,1562,0.2535,840.43,1312755,0.0625,4.31
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Leisure,Other Paid Accommodation,1473,6261,4763157,6261,1677,0.2678,302.76,507732,0.0389,4.19
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Business,Hotel,3078,13553,11136787,9512,4246,0.4464,657.73,2792710,0.085,4.19
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Business,Serviced Apartment,1254,5238,4813294,7296,1358,0.1861,470.67,639168,0.1001,3.93
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Business,Resort,657,2738,2510213,5118,707,0.1381,909.3,642875,0.084,3.78
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Business,Other Paid Accommodation,652,2546,2140473,5555,670,0.1206,268.49,179887,0.0441,4.28
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Religious,Hotel,5060,26785,24521255,12540,6438,0.5134,518.88,3340559,0.0428,3.73
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Religious,Serviced Apartment,2341,12426,10611066,8815,3688,0.4184,420.87,1552178,0.0644,3.97
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Religious,Resort,1232,6703,6183723,5349,1654,0.3092,849.18,1404547,0.0172,4.34
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Religious,Other Paid Accommodation,1260,7398,6497691,7638,2038,0.2668,319.89,651942,0.0594,4.23
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Family Visit,Hotel,3654,15630,13028148,8784,4697,0.5347,625.93,2939997,0.0719,4.49
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Family Visit,Serviced Apartment,1488,6356,5766990,6575,1832,0.2786,361.15,661622,0.0705,4.34
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Family Visit,Resort,716,3027,2693421,5120,917,0.1791,871.37,799049,0.0281,4.29
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Family Visit,Other Paid Accommodation,778,3266,2743046,5553,885,0.1594,255.73,226323,0.1051,4.38
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Events,Hotel,1262,4920,4333245,7859,1236,0.1573,610.05,754026,0.0425,4.48
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Events,Serviced Apartment,456,1906,1553037,7191,526,0.0731,439.15,230993,0.0796,3.92
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Events,Resort,220,915,852801,3341,296,0.0886,906.27,268254,0.0748,4.24
2024-11-01,2024,Q4,11,Nov,Makkah,Western,Jeddah,Inbound,Events,Other Paid Accommodation,248,981,880153,5658,313,0.0553,274.92,86051,0.0711,4.13
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Leisure,Hotel,5518,13219,5227306,11272,3715,0.3296,489.85,1819800,0.0764,4.43
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Leisure,Serviced Apartment,2329,4902,1804144,8847,1372,0.1551,402.48,552199,0.0984,3.78
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Leisure,Resort,1362,2506,1105169,8376,806,0.0962,697.19,561932,0.0877,4.52
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Leisure,Other Paid Accommodation,1194,2108,893564,7254,579,0.0798,223.51,129414,0.065,4.38
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Business,Hotel,2794,6127,2534954,9370,1362,0.1454,518.17,705745,0.0605,4.28
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Business,Serviced Apartment,981,2132,998723,6465,588,0.091,420.22,247087,0.0463,4.27
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Business,Resort,665,1344,593365,6105,333,0.0545,710.54,236608,0.0692,4.11
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Business,Other Paid Accommodation,472,952,363972,6208,274,0.0441,215.53,59053,0.072,3.81
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Religious,Hotel,4932,15615,6747262,10343,4677,0.4522,571.07,2670917,0.0664,3.93
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Religious,Serviced Apartment,1691,5950,2796467,7430,1463,0.1969,319.34,467188,0.0995,4.19
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Religious,Resort,1022,3842,1714855,6992,1002,0.1433,791.37,792948,0.092,4.24
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Religious,Other Paid Accommodation,1104,3874,1653823,5411,966,0.1785,209.57,202446,0.1031,3.78
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Family Visit,Hotel,3055,5443,2516995,8150,1540,0.189,454.77,700350,0.0918,4.54
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Family Visit,Serviced Apartment,1220,2545,1120910,6112,769,0.1258,358.3,275534,0.0307,4.61
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Family Visit,Resort,674,1369,580685,5233,371,0.0709,765.47,283987,0.0872,4.42
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Family Visit,Other Paid Accommodation,580,1118,480488,6589,286,0.0434,235.63,67389,0.0798,4.13
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Events,Hotel,1109,2038,781337,7661,591,0.0771,523.77,309545,0.0617,4.39
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Events,Serviced Apartment,412,889,371865,6116,264,0.0432,375.31,99081,0.0814,4.15
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Events,Resort,229,535,222617,5050,153,0.0303,762.53,116666,0.0675,4.38
2024-11-01,2024,Q4,11,Nov,Madinah,Western,Madinah,Domestic,Events,Other Paid Accommodation,189,396,181817,5874,102,0.0174,230.15,23475,0.0389,4.56
